order_id,supplier_name,part_number,part_description,order_date,promised_date,actual_delivery_date,quantity,unit_price,po_amount
PO-DEMO-023,AEROFLOW SYS,DAMPER-3305,Pneumatic Damper 36 inch,2021-11-16,2022-01-01,2021-12-30,269,291.35,78373.15
PO-DEMO-024,AEROFLOW SYS,HX-5520,Aluminum Heat Exchanger,2021-11-10,2021-12-17,2021-12-17,175,995.44,174202.0
PO-DEMO-025,Precision Thermal Company,BRKT-1005,Heavy Duty Mount,2021-10-30,2021-12-06,2021-12-10,39,18.61,725.79
PO-DEMO-026,Precision Thermal Company,SENSOR-4401,Temperature Sensor Probe,2022-02-24,2022-03-15,2022-03-12,45,79.12,3560.4
PO-DEMO-027,Precision Thermal Company,SENSOR-4401,Temperature Sensor Probe,2022-02-15,2022-03-09,2022-03-08,291,46.61,13563.51
PO-DEMO-028,Precision Thermal Company,BRKT-1005,Heavy Duty Mount,2022-02-14,2022-04-07,2022-04-15,286,26.33,7530.38
PO-DEMO-029,Quik-Fab Industries,PANEL-8820,Stainless Control Panel,2022-03-27,2022-04-22,2022-04-26,201,263.81,53025.81
PO-DEMO-030,Quik-Fab Industries,BRKT-1005,Heavy Duty Mount,2022-02-11,2022-03-25,2022-03-23,125,15.96,1995.0
PO-DEMO-031,Quik-Fab Industries,BRKT-1005,Heavy Duty Mount,2021-10-07,2021-11-27,2021-12-09,122,15.11,1843.42
PO-DEMO-032,Quik-Fab Industries,CTRL-9985,PLC Control Module,2022-03-12,2022-03-29,2022-03-31,26,478.95,12452.7
PO-DEMO-033,AeroFlow Technologies,DAMPER-3305,Pneumatic Damper 36 inch,2024-02-03,2024-03-20,2024-03-22,258,232.14,59892.12
PO-DEMO-034,AeroFlow Technologies,SENSOR-4401,Temperature Sensor Probe,2024-02-18,2024-04-18,2024-05-01,134,71.38,9564.92
PO-DEMO-035,AeroFlow Technologies,CTRL-9985,PLC Control Module,2024-04-29,2024-05-25,2024-05-23,230,403.14,92722.2
PO-DEMO-036,AeroFlow Technologies,CTRL-9985,PLC Control Module,2024-04-30,2024-06-12,2024-06-08,41,410.39,16825.99
PO-DEMO-037,AeroFlow Tech,BRKT-1005,Heavy Duty Mount,2024-04-11,2024-05-01,2024-05-03,107,23.04,2465.28
PO-DEMO-038,AeroFlow Tech,DAMPER-3305,Pneumatic Damper 36 inch,2024-02-20,2024-04-01,2024-04-01,246,237.47,58417.62
PO-DEMO-039,AeroFlow Tech,CTRL-9985,PLC Control Module,2024-02-04,2024-03-17,2024-03-29,35,447.82,15673.7
PO-DEMO-040,AeroFlow Tech,BRKT-1005,Heavy Duty Mount,2024-06-02,2024-06-16,2024-06-13,95,21.1,2004.5
PO-DEMO-041,Stellr Metalworks,HX-5520,Aluminum Heat Exchanger,2022-02-02,2022-03-01,2022-03-08,94,951.59,89449.46
PO-DEMO-042,Stellr Metalworks,DAMPER-3305,Pneumatic Damper 36 inch,2022-01-09,2022-02-08,2022-02-17,226,304.49,68814.74
PO-DEMO-043,Stellr Metalworks,FAN-2436,36 inch Axial Fan,2022-02-21,2022-04-18,2022-04-28,107,209.67,22434.69
PO-DEMO-044,Stellr Metalworks,HX-5520,Aluminum Heat Exchanger,2021-10-16,2021-12-06,2021-12-18,170,822.87,139887.9
PO-DEMO-045,Titan Forge LLC,FAN-2436,36 inch Axial Fan,2022-02-28,2022-04-13,2022-04-24,39,276.08,10767.12
PO-DEMO-046,Titan Forge LLC,CTRL-9985,PLC Control Module,2021-10-22,2021-11-16,2021-11-13,130,410.57,53374.1
PO-DEMO-047,Titan Forge LLC,HX-5520,Aluminum Heat Exchanger,2022-02-24,2022-03-25,2022-04-07,51,967.69,49352.19
PO-DEMO-048,Titan Forge LLC,BEARING-9905,Heavy Duty Bearing Set,2022-02-28,2022-04-19,2022-04-30,143,68.17,9748.31
PO-DEMO-049,Apex-QuickFab Industries,PANEL-8820,Stainless Control Panel,2024-10-04,2024-11-02,2024-11-05,77,287.17,22112.09
PO-DEMO-050,Apex-QuickFab Industries,CTRL-9985,PLC Control Module,2024-09-30,2024-11-12,2024-11-17,14,418.74,5862.36
PO-DEMO-051,Apex-QuickFab Industries,BRKT-1005,Heavy Duty Mount,2024-12-07,2024-12-27,2024-12-24,269,18.98,5105.62
PO-DEMO-052,Apex-QuickFab Industries,BEARING-9905,Heavy Duty Bearing Set,2024-10-13,2024-10-31,2024-11-02,155,66.31,10278.05
PO-DEMO-053,StellarForge Industries,HX-5520,Aluminum Heat Exchanger,2023-10-19,2023-12-17,2023-12-21,293,919.75,269486.75
PO-DEMO-054,StellarForge Industries,DAMPER-3305,Pneumatic Damper 36 inch,2023-11-18,2023-12-08,2023-12-07,69,333.46,23008.74
PO-DEMO-055,StellarForge Industries,DAMPER-3305,Pneumatic Damper 36 inch,2023-10-21,2023-11-13,2023-11-16,117,307.64,35993.88
PO-DEMO-056,StellarForge Industries,DAMPER-3305,Pneumatic Damper 36 inch,2023-07-24,2023-09-19,2023-10-04,268,273.28,73239.04
PO-DEMO-057,Apex Manufacturing - QuickFab Division,PANEL-8820,Stainless Control Panel,2024-07-29,2024-08-17,2024-09-01,151,224.41,33885.91
PO-DEMO-058,Apex Manufacturing - QuickFab Division,DAMPER-3305,Pneumatic Damper 36 inch,2024-10-09,2024-10-31,2024-11-15,92,311.18,28628.56
PO-DEMO-059,Apex Manufacturing - QuickFab Division,HX-5520,Aluminum Heat Exchanger,2024-12-04,2025-02-01,2025-02-09,67,830.1,55616.7
PO-DEMO-060,Apex Manufacturing - QuickFab Division,HX-5520,Aluminum Heat Exchanger,2025-01-08,2025-01-31,2025-02-12,199,1033.0,205567.0
PO-DEMO-061,SF Industries,HX-5520,Aluminum Heat Exchanger,2023-07-09,2023-08-19,2023-08-18,167,945.86,157958.62
PO-DEMO-062,SF Industries,BRKT-1005,Heavy Duty Mount,2023-06-12,2023-07-18,2023-07-19,62,20.31,1259.22
PO-DEMO-063,SF Industries,FAN-2436,36 inch Axial Fan,2023-10-23,2023-12-02,2023-12-16,131,266.46,34906.26
PO-DEMO-064,SF Industries,FAN-2436,36 inch Axial Fan,2023-07-17,2023-08-26,2023-08-21,180,258.24,46483.2
PO-DEMO-065,Zenith Thermal Solutions,DAMPER-3305,Pneumatic Damper 36 inch,2025-04-17,2025-06-12,2025-06-14,91,318.11,28948.01
PO-DEMO-066,Zenith Thermal Solutions,SENSOR-4401,Temperature Sensor Probe,2025-01-29,2025-03-08,2025-03-04,123,47.98,5901.54
PO-DEMO-067,Zenith Thermal Solutions,BRKT-1005,Heavy Duty Mount,2025-04-29,2025-06-04,2025-06-08,124,15.35,1903.4
PO-DEMO-068,Zenith Thermal Solutions,DAMPER-3305,Pneumatic Damper 36 inch,2025-02-20,2025-03-31,2025-04-05,45,345.03,15526.35
PO-DEMO-069,AQF Holdings,PANEL-8820,Stainless Control Panel,2024-09-25,2024-10-31,2024-11-15,284,253.11,71883.24
PO-DEMO-070,AQF Holdings,FAN-2436,36 inch Axial Fan,2024-07-23,2024-08-13,2024-08-16,145,183.83,26655.35
PO-DEMO-071,AQF Holdings,BEARING-9905,Heavy Duty Bearing Set,2024-12-15,2025-01-25,2025-01-31,233,84.25,19630.25
PO-DEMO-072,AQF Holdings,BRKT-1005,Heavy Duty Mount,2024-11-23,2024-12-14,2024-12-21,140,15.67,2193.8
PO-DEMO-073,Zenith Thermal,BRKT-1005,Heavy Duty Mount,2025-04-23,2025-05-07,2025-05-18,196,21.47,4208.12
PO-DEMO-074,Zenith Thermal,BEARING-9905,Heavy Duty Bearing Set,2025-06-21,2025-07-26,2025-08-09,73,88.79,6481.67
PO-DEMO-075,Zenith Thermal,PANEL-8820,Stainless Control Panel,2025-03-19,2025-05-04,2025-05-08,177,260.24,46062.48
PO-DEMO-076,Zenith Thermal,BRKT-1005,Heavy Duty Mount,2025-03-18,2025-05-06,2025-05-05,225,24.97,5618.25
